D2867MJscottp,18-Jan-17,Edinburgh,4,1 night stopover,Stayed here for one night in June: checked in late at night off a long haul flight and found it very convenient for that purpose. However it was an expensive premium rate and possibly only because its actually in the airport so leaving the airport could have resulted in getting a much cheaper room elsewhere. Overall the convenience of its...
iriekh,17-Jan-17,London United Kingdom,5,Excellent hotel,Great hotel right next to Termibal 3. Top marks for convenience amenities and service. Outdoor pool is excellent. Room has everything one might need and more ( sound insulation is top notch no airplane noice whatsoever. Number of restaurants. Generally great intimate ambiance makes one forget that you are actually at the airport. Highly recommended!
anuj2985,17-Jan-17,Perth,5,Great Location and Views,We stayed for one night onward journey to India from Australia .We requested air-side view away from all trafficstaff were very helpful and friendly & gave us very comfortable room with view of air side just as requested. Very clean room great service  it is located at very convenient location . Great value for money .Very impressed and cant...
MartInG1956,17-Jan-17,Brisbane Australia,4,Best option for a stop over....dont both heading into town...,As experienced travellers we have used Singapore as a base for Asian travel from Australia for years....in the past we have headed into the city to spend a couple of days before returning home...this time we only had a 1 night stay so stayed at the Crowne and it worked a treat...the hotel is clean well appointed and reasonably cheap...especially...
mrsinghg,17-Jan-17,null,5,Great place for stay in Singapore,I had good experience at crowne plaza. Hotel Location is good. Front office staff very welcoming and check in process is very smoothly and fast . Room is great with cozy bed and modern amenities. Room Interior very beautiful. Bathroom shower is amazing.breakfast is delicious . Restaurant is good food quality is good.Many Thanks to Team Crowne plaza....
tigerov,16-Jan-17,null,4,good for transit,great place when you just get off the plane and are flying off thenext day. Food is great and you can get the mrt to downtown if u really want. The pool is nice and the rooms modernish say 90s style.
Susan M,15-Jan-17,Leigh-on Sea United Kingdom,5,Fantastic location,We stayed here for one night before flying home. It was a perfect location. The room was great and the bathroom was amazing . It was all very modern and set up well for business men. It had a pool which sadly we did not have time to see. The breakfast was one of the best we have had and...
parklane44,15-Jan-17,Melbourne Australia,5,So convenient.........,For a airport hotel it is pure luxury. We arrived at terminal 2 and followed the signs past terminal 1 and over an access bridge near the train station (5 minute walk). We were warmly greeted and check in was speedy. The room was beautifully presented modern with all the amenities we needed and very comfortable.Breakfast was delicious and...
MsPoppins5,15-Jan-17,Cambridge United Kingdom,4,Overnight stop on way to Oz and back Again,We stayed here on the way out and back from AustraliaI chose this hotel as it is attached to the airport meaning you can walk from the terminal to the hotel.As an IHG member we received 2 free drinks and also free wifi.The rooms were spacious and the bed very comfortable.We had the buffet breakfast and...
LynnzC,15-Jan-17,New Zealand,4,Lovely hotel but noisy,Attached to airport and transport links. Fabulous landscaped pool. Rooms which are light and airy with floor to ceiling windows. Bathrooms with separate shower and bath. Attractive decor and modern furnishings. Quiet and spacious Club lounge and a nice light breakfast and evening canapés. was given 3 hours complementary late check out and S$30 p/HR (+ taxes) after that. I...
LEA W,14-Jan-17,null,5,Fantastic hotel,Stayed here on the way out and again on the way back to Australia. So handy for an over night stay to break the journey. Prompt service at check in/out. Rooms spacious with big bathrooms with plenty of towels and good shower. Big comfortable bed and good air con. A little bit of jet noise as its right on the...
512ericy,13-Jan-17,null,1,Poor Service,Poor hotel front desk service ! Wrote room number on a used room card holder that resulting in having to go to a wrong room up to 9 floor and back to the reception again bringing along my own luggage as no Concergie was there to help ! The front desk staff was not apologetic and even rude when I...
nicole240186,13-Jan-17,Melbourne Australia,1,LOVELY STAY - TERRIBLE AFTER SERVICE,Whilst I had the pleasure of a delightful stay at this hotel I cannot convey my utter confusion and disappointment at what has occurred since checking out.Unfortuantely my card was charged twice when paying the balance of my bill when I was leaving. I noticed this the day that I was home and despite 6 emails with screen shots...
p5t5r85nry,12-Jan-17,Auckland,4,Very satisfied with this hotel,We had a day room between flights from Munich to Auckland. Very happy with the room.Staff were friendly and helpful. The prices at the bar for food and drinks were a little expensive. It is very conveniently located. When you get off your flight it is a very quick walk to the hotel. You dont even have to leave the...
Vikstar68,12-Jan-17,Melbourne Australia,5,Nice stop before onward flight,We stayed here overnight before our flight to Chiang Mai the following morning. Attached to terminal 3 it is a short walk once you exit customs. Now you can get cheaper accommodation at the airport but for the money you pay you really are treated to a lovely room and a sensational buffet breakfast the following morning. Bed was slightly...
Susangermany,12-Jan-17,New York City New York,5,Excellent...,in any way. From checking in to checkout the best service!Our room was quiet on the 8th floor. We booked the Club Lounge which was very good and the best service.The Hotel is modern and room and bathroom very well equipped!See you next time ....
Adrian H,12-Jan-17,Houston Texas,4,JUST CANT BEAT THE LOCATION FOR A STOP OVER,Family stopped over for two nights (December and January) first arriving at 02.00 in the morning and then second time with 04.00 morning departure.The rooms are quiet and well appointed location excellent to walk to Terminal 2 and 3. Never had breakfast so cannot comment on that service but they do have special pricing which is very reasonable for...
